inv_date,invoice_number,account,part_number,qty,sell_price,total_sale_value,disc,cost_price,total_cost_value,profit
10/9/2015,INV7797997,ELEMERA,P524240,1,55.5408,55.5408,36,47.765088,47.765088,7.775712
3/11/2015,INV7797425,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
3/11/2015,INV7797425,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
6/11/2015,INV7797363,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
6/11/2015,INV7797363,ELEMERA,P886783,3,4.0185,12.0555,36,3.45591,10.36773,1.68777
6/11/2015,INV7797363,ELEMERA,P161758,1,13.7997,13.7997,36,11.867742,11.867742,1.931958
6/11/2015,INV7797363,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
3/12/2015,INV7797035,ELEMERA,P268411,1,42.9552,42.9552,36,36.941472,36.941472,6.013728
3/12/2015,INV7797035,ELEMERA,P994166,2,20.8107,41.6214,36,17.897202,35.794404,5.826996
12/15/2015,INV7796880,ELEMERA,P268411,1,42.9552,42.9552,36,36.941472,36.941472,6.013728
12/15/2015,INV7796880,ELEMERA,P404282,1,3.3858,3.3858,36,2.911788,2.911788,0.474012
12/15/2015,INV7796880,ELEMERA,P253339,1,247.95,247.95,36,213.237,213.237,34.713
12/15/2015,INV7796880,ELEMERA,P759015,1,135.5517,135.5517,36,116.574462,116.574462,18.977238
12/15/2015,INV7796880,ELEMERA,P753309,1,17.8011,17.8011,36,15.308946,15.308946,2.492154
12/15/2015,INV7796880,ELEMERA,P956668,1,5.5575,5.5575,36,4.77945,4.77945,0.77805
12/15/2015,INV7796880,ELEMERA,P956668,1,5.5575,5.5575,36,4.77945,4.77945,0.77805
12/15/2015,INV7796880,ELEMERA,P956668,1,5.5575,5.5575,36,4.77945,4.77945,0.77805
12/15/2015,INV7796880,ELEMERA,P956668,1,5.5575,5.5575,36,4.77945,4.77945,0.77805
12/15/2015,INV7796880,ELEMERA,P450109,1,54.3609,54.3609,36,46.750374,46.750374,7.610526
12/15/2015,INV7796880,ELEMERA,P321238,2,6.2073,12.4146,36,5.338278,10.676556,1.738044
12/15/2015,INV7796880,ELEMERA,P896509,1,11.6793,11.6793,36,10.044198,10.044198,1.635102
12/15/2015,INV7796880,ELEMERA,P994554,1,9.0117,9.0117,36,7.750062,7.750062,1.261638
12/15/2015,INV7796880,ELEMERA,P715622,1,3.9501,3.9501,36,3.397086,3.397086,0.553014
12/15/2015,INV7796880,ELEMERA,P765543,1,59.6448,59.6448,36,51.294528,51.294528,8.350272
12/15/2015,INV7796880,ELEMERA,P488198,10,3.0609,30.609,36,2.632374,26.32374,4.28526
12/15/2015,INV7796880,ELEMERA,P488198,1,3.0609,3.0609,36,2.632374,2.632374,0.428526
12/15/2015,INV7796880,ELEMERA,P488198,2,3.0609,6.1218,36,2.632374,5.264748,0.857052
12/15/2015,INV7796880,ELEMERA,P187536,4,11.6793,46.7172,36,10.044198,40.176792,6.540408
12/15/2015,INV7796880,ELEMERA,P994166,1,20.8107,20.8107,36,17.897202,17.897202,2.913498
12/15/2015,INV7796880,ELEMERA,P920669,2,0.2394,0.4788,36,0.205884,0.411768,0.067032
12/15/2015,INV7796880,ELEMERA,P512075,2,41.9634,83.9268,36,36.088524,72.177048,11.749752
12/15/2015,INV7796880,ELEMERA,P105280,2,0.2907,0.5814,36,0.250002,0.500004,0.081396
12/15/2015,INV7796880,ELEMERA,P468132,2,4.0014,8.0028,36,3.441204,6.882408,1.120392
12/15/2015,INV7796880,ELEMERA,P941359,1,3.762,3.762,36,3.23532,3.23532,0.52668
12/15/2015,INV7796880,ELEMERA,P187862,1,7.5411,7.5411,36,6.485346,6.485346,1.055754
12/15/2015,INV7796880,ELEMERA,P349691,1,20.7252,20.7252,36,17.823672,17.823672,2.901528
12/15/2015,INV7796880,ELEMERA,P290129,1,2.907,2.907,36,2.50002,2.50002,0.40698
12/15/2015,INV7796880,ELEMERA,P107912,1,9.0117,9.0117,36,7.750062,7.750062,1.261638
12/15/2015,INV7796880,ELEMERA,P107912,1,9.0117,9.0117,36,7.750062,7.750062,1.261638
12/15/2015,INV7796880,ELEMERA,P936920,1,73.7352,73.7352,36,63.412272,63.412272,10.322928
12/15/2015,INV7796880,ELEMERA,P231532,1,17.0658,17.0658,36,14.676588,14.676588,2.389212
12/15/2015,INV7796880,ELEMERA,P615711,1,10.431,10.431,36,8.97066,8.97066,1.46034
12/15/2015,INV7796880,ELEMERA,P615711,1,10.431,10.431,36,8.97066,8.97066,1.46034
12/15/2015,INV7796880,ELEMERA,P481588,2,0.6327,1.2654,36,0.544122,1.088244,0.177156
12/15/2015,INV7796880,ELEMERA,P441561,2,15.6294,31.2588,36,13.441284,26.882568,4.376232
12/15/2015,INV7796880,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
12/15/2015,INV7796880,ELEMERA,P350627,2,221.8383,443.6766,36,190.780938,381.561876,62.114724
12/15/2015,INV7796880,ELEMERA,P350627,4,221.8383,887.3532,36,190.780938,763.123752,124.229448
12/15/2015,INV7796880,ELEMERA,P350627,4,221.8383,887.3532,36,190.780938,763.123752,124.229448
12/15/2015,INV7796880,ELEMERA,P350627,2,221.8383,443.6766,36,190.780938,381.561876,62.114724
12/15/2015,INV7796880,ELEMERA,P837281,1,6.6006,6.6006,36,5.676516,5.676516,0.924084
12/15/2015,INV7796880,ELEMERA,P996462,4,0.6156,2.4624,36,0.529416,2.117664,0.344736
12/15/2015,INV7796880,ELEMERA,P504847,2,111.6801,223.3602,36,96.044886,192.089772,31.270428
12/15/2015,INV7796880,ELEMERA,P234284,2,3.762,7.524,36,3.23532,6.47064,1.05336
12/15/2015,INV7796880,ELEMERA,P596181,1,255.3543,255.3543,36,219.604698,219.604698,35.749602
12/15/2015,INV7796880,ELEMERA,P671865,1,51.5052,51.5052,36,44.294472,44.294472,7.210728
12/15/2015,INV7796880,ELEMERA,P798629,5,7.1136,35.568,36,6.117696,30.58848,4.97952
12/15/2015,INV7796880,ELEMERA,P970548,1,5.9679,5.9679,36,5.132394,5.132394,0.835506
12/15/2015,INV7796880,ELEMERA,P646262,1,23.8203,23.8203,36,20.485458,20.485458,3.334842
12/15/2015,INV7796880,ELEMERA,P646262,1,23.8203,23.8203,36,20.485458,20.485458,3.334842
12/15/2015,INV7796880,ELEMERA,P113192,1,50.787,50.787,36,43.67682,43.67682,7.11018
12/15/2015,INV7796880,ELEMERA,P221562,4,7.5582,30.2328,36,6.500052,26.000208,4.232592
12/15/2015,INV7796880,ELEMERA,P350116,2,0.9405,1.881,36,0.80883,1.61766,0.26334
12/15/2015,INV7796880,ELEMERA,P155878,2,48.4614,96.9228,36,41.676804,83.353608,13.569192
12/15/2015,INV7796880,ELEMERA,P797413,1,72.675,72.675,36,62.5005,62.5005,10.1745
12/15/2015,INV7796880,ELEMERA,P811975,2,0.3249,0.6498,36,0.279414,0.558828,0.090972
9/12/2015,INV7796952,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
9/12/2015,INV7796952,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
9/12/2015,INV7796952,ELEMERA,P974163,4,17.4933,69.9732,36,15.044238,60.176952,9.796248
9/12/2015,INV7796952,ELEMERA,P701026,8,6.5835,52.668,36,5.66181,45.29448,7.37352
9/12/2015,INV7796952,ELEMERA,P496294,20,0.9576,19.152,36,0.823536,16.47072,2.68128
9/12/2015,INV7796952,ELEMERA,P138794,1,431.4159,431.4159,36,371.017674,371.017674,60.398226
9/12/2015,INV7796952,ELEMERA,P663489,10,2.8557,28.557,36,2.455902,24.55902,3.99798
1/27/2016,INV7796496,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
1/27/2016,INV7796496,ELEMERA,P204643,4,19.6308,78.5232,36,16.882488,67.529952,10.993248
1/27/2016,INV7796496,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
1/27/2016,INV7796496,ELEMERA,P582295,2,87.2613,174.5226,36,75.044718,150.089436,24.433164
2/18/2016,INV7796224,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
2/18/2016,INV7796224,ELEMERA,P204643,4,19.6308,78.5232,36,16.882488,67.529952,10.993248
2/18/2016,INV7796224,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
10/3/2016,INV7795929,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
10/3/2016,INV7795929,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
10/3/2016,INV7795929,ELEMERA,P138794,1,431.4159,431.4159,36,371.017674,371.017674,60.398226
9/28/2016,INV7793968,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
9/28/2016,INV7793968,ELEMERA,P389008,2,45.2808,90.5616,36,38.941488,77.882976,12.678624
9/28/2016,INV7793968,ELEMERA,P513283,4,54.9423,219.7692,36,47.250378,189.001512,30.767688
2/11/2016,INV7793642,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
2/11/2016,INV7793642,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
2/11/2016,INV7793642,ELEMERA,P138794,1,431.4159,431.4159,36,371.017674,371.017674,60.398226
4/11/2016,INV7793614,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
4/11/2016,INV7793614,ELEMERA,P886783,2,4.0185,8.037,36,3.45591,6.91182,1.12518
4/11/2016,INV7793614,ELEMERA,P344743,20,16.6212,332.424,36,14.294232,285.88464,46.53936
4/11/2016,INV7793614,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
11/18/2016,INV7793471,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
11/18/2016,INV7793471,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
5/12/2016,INV7793333,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
5/12/2016,INV7793333,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
1/25/2017,INV7792991,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
1/25/2017,INV7792991,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
1/25/2017,INV7792991,ELEMERA,P705374,2,26.6589,53.3178,36,22.926654,45.853308,7.464492
1/25/2017,INV7792991,ELEMERA,P138794,1,431.4159,431.4159,36,371.017674,371.017674,60.398226
1/25/2017,INV7792991,ELEMERA,P929423,1,34.7985,34.7985,36,29.92671,29.92671,4.87179
3/31/2017,INV7792335,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
3/31/2017,INV7792335,ELEMERA,P274726,1,2155.2327,2155.2327,36,1853.500122,1853.500122,301.732578
3/31/2017,INV7792335,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
5/31/2017,INV7791694,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
5/31/2017,INV7791694,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
7/18/2017,INV7791157,ELEMERA,P268411,2,42.9552,85.9104,36,36.941472,73.882944,12.027456
7/18/2017,INV7791157,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
7/18/2017,INV7791157,ELEMERA,P974163,2,17.4933,34.9866,36,15.044238,30.088476,4.898124
7/18/2017,INV7791157,ELEMERA,P441561,6,15.6294,93.7764,36,13.441284,80.647704,13.128696
5/9/2017,INV7790655,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
5/9/2017,INV7790655,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
5/9/2017,INV7790647,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
5/9/2017,INV7790647,ELEMERA,P765543,3,59.6448,178.9344,36,51.294528,153.883584,25.050816
5/9/2017,INV7790647,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
9/20/2017,INV7790505,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
9/20/2017,INV7790505,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
9/20/2017,INV7790505,ELEMERA,P138794,1,431.4159,431.4159,36,371.017674,371.017674,60.398226
9/22/2017,INV7790471,ELEMERA,P268411,2,42.9552,85.9104,36,36.941472,73.882944,12.027456
9/22/2017,INV7790471,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
10/18/2017,INV7790222,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
10/18/2017,INV7790222,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
10/24/2017,INV7790156,ELEMERA,P268411,2,42.9552,85.9104,36,36.941472,73.882944,12.027456
10/24/2017,INV7790156,ELEMERA,P907453,1,32.0796,32.0796,36,27.588456,27.588456,4.491144
10/24/2017,INV7790156,ELEMERA,P441561,2,15.6294,31.2588,36,13.441284,26.882568,4.376232
10/26/2017,INV7790120,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
10/26/2017,INV7790120,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
10/26/2017,INV7790120,ELEMERA,P915648,1,91.3311,91.3311,36,78.544746,78.544746,12.786354
1/11/2017,INV7790076,ELEMERA,P268411,2,42.9552,85.9104,36,36.941472,73.882944,12.027456
1/11/2017,INV7790076,ELEMERA,P204643,8,19.6308,157.0464,36,16.882488,135.059904,21.986496
1/11/2017,INV7790076,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
1/11/2017,INV7790076,ELEMERA,P108221,4,8.9604,35.8416,36,7.705944,30.823776,5.017824
6/11/2017,INV7790013,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
6/11/2017,INV7790013,ELEMERA,P204643,4,19.6308,78.5232,36,16.882488,67.529952,10.993248
6/11/2017,INV7790013,ELEMERA,P907453,2,34.9353,69.8706,36,30.044358,60.088716,9.781884
6/11/2017,INV7790013,ELEMERA,P705374,2,26.6589,53.3178,36,22.926654,45.853308,7.464492
6/11/2017,INV7790013,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
6/11/2017,INV7790013,ELEMERA,P168052,2,0.2394,0.4788,36,0.205884,0.411768,0.067032
12/12/2017,INV7789625,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
12/12/2017,INV7789625,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
2/27/2018,INV7788872,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
2/27/2018,INV7788872,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
2/27/2018,INV7788872,ELEMERA,P956668,20,5.5575,111.15,36,4.77945,95.589,15.561
2/27/2018,INV7788872,ELEMERA,P617285,1,615.3435,615.3435,36,529.19541,529.19541,86.14809
2/27/2018,INV7788872,ELEMERA,P489573,1,44.5113,44.5113,36,38.279718,38.279718,6.231582
2/27/2018,INV7788872,ELEMERA,P489573,1,44.5113,44.5113,36,38.279718,38.279718,6.231582
2/27/2018,INV7788872,ELEMERA,P357456,6,1.5048,9.0288,36,1.294128,7.764768,1.264032
2/27/2018,INV7788872,ELEMERA,P125656,10,0.342,3.42,36,0.29412,2.9412,0.4788
2/27/2018,INV7788872,ELEMERA,P532829,10,0.342,3.42,36,0.29412,2.9412,0.4788
9/2/2018,INV7789101,ELEMERA,P268411,1,42.9552,42.9552,36,36.941472,36.941472,6.013728
9/2/2018,INV7789101,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
3/13/2018,INV7788701,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
3/13/2018,INV7788701,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
5/17/2018,INV7787963,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
5/17/2018,INV7787963,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
5/17/2018,INV7787963,ELEMERA,P915648,1,91.3311,91.3311,36,78.544746,78.544746,12.786354
5/30/2018,INV7787788,ELEMERA,P268411,2,42.9552,85.9104,36,36.941472,73.882944,12.027456
5/30/2018,INV7787788,ELEMERA,P759015,1,163.305,163.305,36,140.4423,140.4423,22.8627
5/30/2018,INV7787788,ELEMERA,P886783,4,4.0185,16.074,36,3.45591,13.82364,2.25036
5/30/2018,INV7787788,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
5/30/2018,INV7787788,ELEMERA,P663489,4,2.8557,11.4228,36,2.455902,9.823608,1.599192
6/18/2018,INV7787613,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
6/18/2018,INV7787613,ELEMERA,P705374,2,26.6589,53.3178,36,22.926654,45.853308,7.464492
6/18/2018,INV7787613,ELEMERA,P473599,2,37.3977,74.7954,36,32.162022,64.324044,10.471356
6/28/2018,INV7787480,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
6/28/2018,INV7787480,ELEMERA,P161560,1,434.9043,434.9043,36,374.017698,374.017698,60.886602
6/28/2018,INV7787480,ELEMERA,P138794,1,431.4159,431.4159,36,371.017674,371.017674,60.398226
6/28/2018,INV7787480,ELEMERA,P754843,1,507.8871,507.8871,36,436.782906,436.782906,71.104194
7/25/2018,INV7787106,ELEMERA,P268411,4,42.9552,171.8208,36,36.941472,147.765888,24.054912
7/25/2018,INV7787106,ELEMERA,P204643,4,19.6308,78.5232,36,16.882488,67.529952,10.993248
7/25/2018,INV7787106,ELEMERA,P441561,4,15.6294,62.5176,36,13.441284,53.765136,8.752464
4/9/2018,INV7786483,ELEMERA,P268411,2,42.9552,85.9104,36,36.941472,73.882944,12.027456
4/9/2018,INV7786483,ELEMERA,P441561,6,15.6294,93.7764,36,13.441284,80.647704,13.128696
1/16/2019,INV7784684,ELEMERA,P268411,4,32.3532,129.4128,36,27.823752,111.295008,18.117792
1/16/2019,INV7784684,ELEMERA,P886989,1,68.3487,68.3487,36,58.779882,58.779882,9.568818
1/16/2019,INV7784684,ELEMERA,P602472,1,15.3729,15.3729,36,13.220694,13.220694,2.152206
1/16/2019,INV7784684,ELEMERA,P204643,2,19.6308,39.2616,36,16.882488,33.764976,5.496624
1/16/2019,INV7784684,ELEMERA,P680371,4,1.9665,7.866,36,1.69119,6.76476,1.10124
1/16/2019,INV7784684,ELEMERA,P296143,1,12.7053,12.7053,36,10.926558,10.926558,1.778742
1/16/2019,INV7784684,ELEMERA,P441561,4,19.0323,76.1292,36,16.367778,65.471112,10.658088
5/2/2019,INV7784402,ELEMERA,P268411,2,32.3532,64.7064,36,27.823752,55.647504,9.058896
5/2/2019,INV7784402,ELEMERA,P956668,20,5.5575,111.15,36,4.77945,95.589,15.561
5/2/2019,INV7784402,ELEMERA,P934398,6,10.2087,61.2522,36,8.779482,52.676892,8.575308
5/2/2019,INV7784402,ELEMERA,P441561,6,19.0323,114.1938,36,16.367778,98.206668,15.987132
2/28/2019,INV7784015,ELEMERA,P268411,4,32.3532,129.4128,36,27.823752,111.295008,18.117792
2/28/2019,INV7784015,ELEMERA,P441561,4,19.0323,76.1292,36,16.367778,65.471112,10.658088
11/6/2019,INV7782546,ELEMERA,P268411,4,34.6104,138.4416,36,29.764944,119.059776,19.381824
11/6/2019,INV7782546,ELEMERA,P204643,4,19.6308,78.5232,36,16.882488,67.529952,10.993248
11/6/2019,INV7782546,ELEMERA,P441561,4,19.0323,76.1292,36,16.367778,65.471112,10.658088
11/6/2019,INV7782546,ELEMERA,P473599,2,37.3977,74.7954,36,32.162022,64.324044,10.471356
6/18/2019,INV7782443,ELEMERA,P268411,4,34.6104,138.4416,36,29.764944,119.059776,19.381824
7/25/2019,INV7781902,ELEMERA,P268411,4,34.6104,138.4416,36,29.764944,119.059776,19.381824
8/13/2019,INV7781651,ELEMERA,P268411,4,34.6104,138.4416,36,29.764944,119.059776,19.381824
8/13/2019,INV7781651,ELEMERA,P204643,4,10.7388,42.9552,36,9.235368,36.941472,6.013728
8/13/2019,INV7781651,ELEMERA,P705374,2,26.6589,53.3178,36,22.926654,45.853308,7.464492
8/13/2019,INV7781651,ELEMERA,P441561,4,19.0323,76.1292,36,16.367778,65.471112,10.658088
8/13/2019,INV7781651,ELEMERA,P663489,4,2.8557,11.4228,36,2.455902,9.823608,1.599192
8/13/2019,INV7781651,ELEMERA,P473599,2,37.3977,74.7954,36,32.162022,64.324044,10.471356
5/15/2020,INV7778743,ELEMERA,P268411,4,22.9824,91.9296,36,19.764864,79.059456,12.870144
6/16/2020,INV7778436,ELEMERA,P268411,4,22.9824,91.9296,36,19.764864,79.059456,12.870144
6/16/2020,INV7778436,ELEMERA,P907453,1,34.9353,34.9353,36,30.044358,30.044358,4.890942
6/16/2020,INV7778436,ELEMERA,P441561,4,19.0323,76.1292,36,16.367778,65.471112,10.658088
11/8/2020,INV7777888,ELEMERA,P268411,2,33.687,67.374,36,28.97082,57.94164,9.43236
11/8/2020,INV7777888,ELEMERA,P974163,2,17.7498,35.4996,36,15.264828,30.529656,4.969944
11/8/2020,INV7777888,ELEMERA,P680371,2,1.9836,3.9672,36,1.705896,3.411792,0.555408
11/8/2020,INV7777888,ELEMERA,P441561,2,19.0323,38.0646,36,16.367778,32.735556,5.329044
11/8/2020,INV7777888,ELEMERA,P250241,2,0.2223,0.4446,36,0.191178,0.382356,0.062244
9/24/2020,INV7777440,ELEMERA,P268411,10,33.687,336.87,36,28.97082,289.7082,47.1618
9/24/2020,INV7777440,ELEMERA,P268411,2,33.687,67.374,36,28.97082,57.94164,9.43236
9/24/2020,INV7777440,ELEMERA,P204643,12,10.9098,130.9176,36,9.382428,112.589136,18.328464
9/24/2020,INV7777440,ELEMERA,P441561,12,19.0323,228.3876,36,16.367778,196.413336,31.974264
1/10/2020,INV7777401,ELEMERA,P268411,4,33.687,134.748,36,28.97082,115.88328,18.86472
1/10/2020,INV7777401,ELEMERA,P441561,4,19.0323,76.1292,36,16.367778,65.471112,10.658088
1/10/2020,INV7777401,ELEMERA,P108221,4,9.9693,39.8772,36,8.573598,34.294392,5.582808
4/19/2010,INV7811174,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
4/19/2010,INV7811174,ELEMERA,P618382,1,85.7052,85.7052,36,73.706472,73.706472,11.998728
4/19/2010,INV7811174,ELEMERA,P844016,1,70.4349,70.4349,36,60.574014,60.574014,9.860886
4/19/2010,INV7811174,ELEMERA,P656088,6,19.9386,119.6316,36,17.147196,102.883176,16.748424
4/19/2010,INV7811174,ELEMERA,P204643,4,18.2457,72.9828,36,15.691302,62.765208,10.217592
4/19/2010,INV7811174,ELEMERA,P164335,2,1.6587,3.3174,36,1.426482,2.852964,0.464436
4/19/2010,INV7811174,ELEMERA,P680416,4,6.5664,26.2656,36,5.647104,22.588416,3.677184
5/25/2010,INV7810957,ELEMERA,P298234,6,21.6315,129.789,36,18.60309,111.61854,18.17046
7/15/2010,INV7810667,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
7/15/2010,INV7810667,ELEMERA,P580990,2,5.9337,11.8674,36,5.102982,10.205964,1.661436
7/15/2010,INV7810667,ELEMERA,P688021,4,5.472,21.888,36,4.70592,18.82368,3.06432
7/15/2010,INV7810667,ELEMERA,P653412,2,6.9597,13.9194,36,5.985342,11.970684,1.948716
7/15/2010,INV7810667,ELEMERA,P834374,4,3.249,12.996,36,2.79414,11.17656,1.81944
7/15/2010,INV7810667,ELEMERA,P187862,1,7.011,7.011,36,6.02946,6.02946,0.98154
7/15/2010,INV7810667,ELEMERA,P890017,1,43.6392,43.6392,36,37.529712,37.529712,6.109488
7/15/2010,INV7810667,ELEMERA,P975273,1,13.0131,13.0131,36,11.191266,11.191266,1.821834
7/15/2010,INV7810667,ELEMERA,P275873,1,64.5183,64.5183,36,55.485738,55.485738,9.032562
7/15/2010,INV7810667,ELEMERA,P775657,1,61.218,61.218,36,52.64748,52.64748,8.57052
7/15/2010,INV7810667,ELEMERA,P229313,1,241.2468,241.2468,36,207.472248,207.472248,33.774552
7/30/2010,INV7810555,ELEMERA,P298234,1,21.6315,21.6315,36,18.60309,18.60309,3.02841
3/8/2010,INV7810535,ELEMERA,P298234,1,21.6315,21.6315,36,18.60309,18.60309,3.02841
8/25/2010,INV7810377,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
8/25/2010,INV7810377,ELEMERA,P223072,1,200.1213,200.1213,36,172.104318,172.104318,28.016982
8/25/2010,INV7810377,ELEMERA,P186830,1,125.8731,125.8731,36,108.250866,108.250866,17.622234
8/25/2010,INV7810377,ELEMERA,P497788,1,295.7445,295.7445,36,254.34027,254.34027,41.40423
8/25/2010,INV7810377,ELEMERA,P735022,2,45.315,90.63,36,38.9709,77.9418,12.6882
8/25/2010,INV7810377,ELEMERA,P320485,1,69.9903,69.9903,36,60.191658,60.191658,9.798642
9/21/2010,INV7810199,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
9/21/2010,INV7810199,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
9/21/2010,INV7810199,ELEMERA,P294499,4,14.0049,56.0196,36,12.044214,48.176856,7.842744
9/21/2010,INV7810199,ELEMERA,P590319,1,1466.3763,1466.3763,36,1261.083618,1261.083618,205.292682
10/20/2010,INV7810011,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
1/12/2010,INV7809776,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
1/12/2010,INV7809776,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
1/12/2010,INV7809776,ELEMERA,P294499,2,14.0049,28.0098,36,12.044214,24.088428,3.921372
1/28/2011,INV7809515,ELEMERA,P298234,4,21.6315,86.526,36,18.60309,74.41236,12.11364
1/28/2011,INV7809515,ELEMERA,P204643,4,18.2457,72.9828,36,15.691302,62.765208,10.217592
2/2/2011,INV7809482,ELEMERA,P298234,8,21.6315,173.052,36,18.60309,148.82472,24.22728
2/14/2011,INV7809410,ELEMERA,P298234,8,21.6315,173.052,36,18.60309,148.82472,24.22728
2/14/2011,INV7809410,ELEMERA,P103334,1,2.8386,2.8386,36,2.441196,2.441196,0.397404
2/14/2011,INV7809410,ELEMERA,P639636,1,2.1033,2.1033,36,1.808838,1.808838,0.294462
2/14/2011,INV7809410,ELEMERA,P496294,1,0.8892,0.8892,36,0.764712,0.764712,0.124488
2/14/2011,INV7809410,ELEMERA,P450826,1,5.7627,5.7627,36,4.955922,4.955922,0.806778
2/14/2011,INV7809410,ELEMERA,P314444,1,0.684,0.684,36,0.58824,0.58824,0.09576
2/14/2011,INV7809410,ELEMERA,P554918,1,5.7627,5.7627,36,4.955922,4.955922,0.806778
2/14/2011,INV7809410,ELEMERA,P603149,1,3.2661,3.2661,36,2.808846,2.808846,0.457254
2/14/2011,INV7809410,ELEMERA,P710066,1,17.613,17.613,36,15.14718,15.14718,2.46582
2/14/2011,INV7809410,ELEMERA,P719348,1,7.0965,7.0965,36,6.10299,6.10299,0.99351
2/14/2011,INV7809410,ELEMERA,P638889,1,26.4024,26.4024,36,22.706064,22.706064,3.696336
